area,item,element,year,unit,value
Western Europe,Cattle,Export Quantity,1976,Head,2508649
Western Europe,Cattle,Export Quantity,1977,Head,2049416
Western Europe,Cattle,Export Quantity,1978,Head,2273906
Western Europe,Cattle,Export Quantity,1979,Head,2477202
Western Europe,Cattle,Export Quantity,1980,Head,2586492
Western Europe,Cattle,Export Quantity,1981,Head,2787086
Western Europe,Cattle,Export Quantity,1982,Head,2842504
Western Europe,Cattle,Export Quantity,1983,Head,2817069
Western Europe,Cattle,Export Quantity,1984,Head,2861942
Western Europe,Cattle,Export Quantity,1985,Head,2884315
Western Europe,Cattle,Export Quantity,1986,Head,3155544
Western Europe,Cattle,Export Quantity,1987,Head,2921925
Western Europe,Cattle,Export Quantity,1988,Head,2738651
Western Europe,Cattle,Export Quantity,1989,Head,2630377
Western Europe,Cattle,Export Quantity,1990,Head,2424078
Western Europe,Cattle,Export Quantity,1991,Head,2970985
Western Europe,Cattle,Export Quantity,1992,Head,2922560
Western Europe,Cattle,Export Quantity,1993,Head,2810609
Western Europe,Cattle,Export Quantity,1994,Head,2956472
Western Europe,Cattle,Export Quantity,1995,Head,2884949
Western Europe,Cattle,Export Quantity,1996,Head,2861311
Western Europe,Cattle,Export Quantity,1997,Head,3039405
Western Europe,Cattle,Export Quantity,1998,Head,2873243
Western Europe,Cattle,Export Quantity,1999,Head,2781582
Western Europe,Cattle,Export Quantity,2000,Head,2748524
Western Europe,Cattle,Export Quantity,2001,Head,2211996
Western Europe,Cattle,Export Quantity,2002,Head,2816122
Western Europe,Cattle,Export Quantity,2003,Head,2925438
Western Europe,Cattle,Export Quantity,2004,Head,2894475
Western Europe,Cattle,Export Quantity,2005,Head,2723851
Western Europe,Cattle,Export Quantity,2006,Head,2520943
Western Europe,Cattle,Export Quantity,2007,Head,2345859
Western Europe,Cattle,Export Quantity,2008,Head,2144063
Western Europe,Cattle,Export Quantity,2009,Head,2524294
Western Europe,Cattle,Export Quantity,2010,Head,2652021
Western Europe,Cattle,Export Quantity,2011,Head,2950088
Western Europe,Cattle,Export Quantity,2012,Head,2605620
Western Europe,Cattle,Export Quantity,2013,Head,2487162
Western Europe,Cattle,Export Value,1963,1000 US$,114435
Western Europe,Cattle,Export Value,1964,1000 US$,104823
Western Europe,Cattle,Export Value,1965,1000 US$,112382
Western Europe,Cattle,Export Value,1967,1000 US$,161393
Western Europe,Cattle,Export Value,1968,1000 US$,209142
Western Europe,Cattle,Export Value,1969,1000 US$,266122
Western Europe,Cattle,Export Value,1970,1000 US$,323045
Western Europe,Cattle,Export Value,1971,1000 US$,419184
Western Europe,Cattle,Export Value,1972,1000 US$,726057
Western Europe,Cattle,Export Value,1973,1000 US$,726616
Western Europe,Cattle,Export Value,1974,1000 US$,587547
Western Europe,Cattle,Export Value,1975,1000 US$,1031411
Western Europe,Cattle,Export Value,1976,1000 US$,931451
Western Europe,Cattle,Export Value,1977,1000 US$,851979
Western Europe,Cattle,Export Value,1978,1000 US$,1125817
Western Europe,Cattle,Export Value,1979,1000 US$,1362961
Western Europe,Cattle,Export Value,1980,1000 US$,1485904
Western Europe,Cattle,Export Value,1981,1000 US$,1419062
Western Europe,Cattle,Export Value,1982,1000 US$,1449609
Western Europe,Cattle,Export Value,1983,1000 US$,1307623
Western Europe,Cattle,Export Value,1984,1000 US$,1157891
Western Europe,Cattle,Export Value,1985,1000 US$,1162480
Western Europe,Cattle,Export Value,1986,1000 US$,1686180
Western Europe,Cattle,Export Value,1987,1000 US$,1854367
Western Europe,Cattle,Export Value,1988,1000 US$,1967546
Western Europe,Cattle,Export Value,1989,1000 US$,2098191
Western Europe,Cattle,Export Value,1990,1000 US$,2044389
Western Europe,Cattle,Export Value,1991,1000 US$,2175791
Western Europe,Cattle,Export Value,1992,1000 US$,2389186
Western Europe,Cattle,Export Value,1993,1000 US$,2242845
Western Europe,Cattle,Export Value,1994,1000 US$,2550952
Western Europe,Cattle,Export Value,1995,1000 US$,2568872
Western Europe,Cattle,Export Value,1996,1000 US$,2163390
Western Europe,Cattle,Export Value,1997,1000 US$,2013157
Western Europe,Cattle,Export Value,1998,1000 US$,2115531
Western Europe,Cattle,Export Value,1999,1000 US$,1948661
Western Europe,Cattle,Export Value,2000,1000 US$,1703198
Western Europe,Cattle,Export Value,2001,1000 US$,1107841
Western Europe,Cattle,Export Value,2002,1000 US$,1662000
Western Europe,Cattle,Export Value,2003,1000 US$,2122022
Western Europe,Cattle,Export Value,2004,1000 US$,2260998
Western Europe,Cattle,Export Value,2005,1000 US$,2362745
Western Europe,Cattle,Export Value,2006,1000 US$,2463770
Western Europe,Cattle,Export Value,2007,1000 US$,2398141
Western Europe,Cattle,Export Value,2008,1000 US$,2369521
Western Europe,Cattle,Export Value,2009,1000 US$,2516629
Western Europe,Cattle,Export Value,2010,1000 US$,2563775
Western Europe,Cattle,Export Value,2011,1000 US$,3057158
Western Europe,Cattle,Export Value,2012,1000 US$,2710082
Western Europe,Cattle,Export Value,2013,1000 US$,2536610
Oceania,Cattle,Export Quantity,1979,Head,106978
Oceania,Cattle,Export Quantity,1981,Head,109410
Oceania,Cattle,Export Quantity,1982,Head,121444
Oceania,Cattle,Export Quantity,1983,Head,120406
Oceania,Cattle,Export Quantity,1986,Head,181107
Oceania,Cattle,Export Quantity,1987,Head,125081
Oceania,Cattle,Export Quantity,1988,Head,153092
Oceania,Cattle,Export Quantity,1989,Head,189152
Oceania,Cattle,Export Quantity,1990,Head,115889
Oceania,Cattle,Export Quantity,1991,Head,120500
Oceania,Cattle,Export Quantity,1992,Head,146495
Oceania,Cattle,Export Quantity,1993,Head,171567
Oceania,Cattle,Export Quantity,1994,Head,267919
Oceania,Cattle,Export Quantity,1995,Head,631421
Oceania,Cattle,Export Quantity,1996,Head,1165963
Oceania,Cattle,Export Quantity,1997,Head,1535657
Oceania,Cattle,Export Quantity,1998,Head,1009059
Oceania,Cattle,Export Quantity,1999,Head,1392539
Oceania,Cattle,Export Quantity,2000,Head,905235
Oceania,Cattle,Export Quantity,2001,Head,836934
Oceania,Cattle,Export Quantity,2002,Head,983465
Oceania,Cattle,Export Quantity,2003,Head,791988
Oceania,Cattle,Export Quantity,2004,Head,707762
Oceania,Cattle,Export Quantity,2005,Head,623177
Oceania,Cattle,Export Quantity,2006,Head,670175
Oceania,Cattle,Export Quantity,2007,Head,747611
Oceania,Cattle,Export Quantity,2008,Head,885948
Oceania,Cattle,Export Quantity,2009,Head,967439
Oceania,Cattle,Export Quantity,2010,Head,894995
Oceania,Cattle,Export Quantity,2011,Head,652222
Oceania,Cattle,Export Quantity,2012,Head,658923
Oceania,Cattle,Export Quantity,2013,Head,883822
Oceania,Cattle,Export Value,1995,1000 US$,164694
Oceania,Cattle,Export Value,1996,1000 US$,309041
Oceania,Cattle,Export Value,1997,1000 US$,356680
Oceania,Cattle,Export Value,1998,1000 US$,187917
Oceania,Cattle,Export Value,1999,1000 US$,272380
Oceania,Cattle,Export Value,2000,1000 US$,284582
Oceania,Cattle,Export Value,2001,1000 US$,286248
Oceania,Cattle,Export Value,2002,1000 US$,337751
Oceania,Cattle,Export Value,2003,1000 US$,329623
Oceania,Cattle,Export Value,2004,1000 US$,416792
Oceania,Cattle,Export Value,2005,1000 US$,355462
Oceania,Cattle,Export Value,2006,1000 US$,370559
Oceania,Cattle,Export Value,2007,1000 US$,462380
Oceania,Cattle,Export Value,2008,1000 US$,567235
Oceania,Cattle,Export Value,2009,1000 US$,540972
Oceania,Cattle,Export Value,2010,1000 US$,659010
Oceania,Cattle,Export Value,2011,1000 US$,630455
Oceania,Cattle,Export Value,2012,1000 US$,715196
Oceania,Cattle,Export Value,2013,1000 US$,786860
Australia & New Zealand,Cattle,Export Quantity,1979,Head,106948
Australia & New Zealand,Cattle,Export Quantity,1981,Head,108570
Australia & New Zealand,Cattle,Export Quantity,1982,Head,121444
Australia & New Zealand,Cattle,Export Quantity,1983,Head,119603
Australia & New Zealand,Cattle,Export Quantity,1986,Head,181107
Australia & New Zealand,Cattle,Export Quantity,1987,Head,125081
Australia & New Zealand,Cattle,Export Quantity,1988,Head,153092
Australia & New Zealand,Cattle,Export Quantity,1989,Head,189152
Australia & New Zealand,Cattle,Export Quantity,1990,Head,115889
Australia & New Zealand,Cattle,Export Quantity,1991,Head,120500
Australia & New Zealand,Cattle,Export Quantity,1992,Head,146485
Australia & New Zealand,Cattle,Export Quantity,1993,Head,171567
Australia & New Zealand,Cattle,Export Quantity,1994,Head,267919
Australia & New Zealand,Cattle,Export Quantity,1995,Head,631421
Australia & New Zealand,Cattle,Export Quantity,1996,Head,1165963
Australia & New Zealand,Cattle,Export Quantity,1997,Head,1535657
Australia & New Zealand,Cattle,Export Quantity,1998,Head,1009044
Australia & New Zealand,Cattle,Export Quantity,1999,Head,1392539
Australia & New Zealand,Cattle,Export Quantity,2000,Head,905235
Australia & New Zealand,Cattle,Export Quantity,2001,Head,836934
Australia & New Zealand,Cattle,Export Quantity,2002,Head,983465
Australia & New Zealand,Cattle,Export Quantity,2003,Head,791911
Australia & New Zealand,Cattle,Export Quantity,2004,Head,706429
Australia & New Zealand,Cattle,Export Quantity,2005,Head,623162
Australia & New Zealand,Cattle,Export Quantity,2006,Head,670174
Australia & New Zealand,Cattle,Export Quantity,2007,Head,747611
Australia & New Zealand,Cattle,Export Quantity,2008,Head,885948
Australia & New Zealand,Cattle,Export Quantity,2009,Head,967438
Australia & New Zealand,Cattle,Export Quantity,2010,Head,894988
Australia & New Zealand,Cattle,Export Quantity,2011,Head,652200
Australia & New Zealand,Cattle,Export Quantity,2012,Head,658902
Australia & New Zealand,Cattle,Export Quantity,2013,Head,883800
Australia & New Zealand,Cattle,Export Value,1995,1000 US$,164694
Australia & New Zealand,Cattle,Export Value,1996,1000 US$,309041
Australia & New Zealand,Cattle,Export Value,1997,1000 US$,356680
Australia & New Zealand,Cattle,Export Value,1998,1000 US$,187853
Australia & New Zealand,Cattle,Export Value,1999,1000 US$,272380
Australia & New Zealand,Cattle,Export Value,2000,1000 US$,284582
Australia & New Zealand,Cattle,Export Value,2001,1000 US$,286248
Australia & New Zealand,Cattle,Export Value,2002,1000 US$,337751
Australia & New Zealand,Cattle,Export Value,2003,1000 US$,329602
Australia & New Zealand,Cattle,Export Value,2004,1000 US$,416257
Australia & New Zealand,Cattle,Export Value,2005,1000 US$,355453
Australia & New Zealand,Cattle,Export Value,2006,1000 US$,370558
Australia & New Zealand,Cattle,Export Value,2007,1000 US$,462380
Australia & New Zealand,Cattle,Export Value,2008,1000 US$,567235
Australia & New Zealand,Cattle,Export Value,2009,1000 US$,540970
Australia & New Zealand,Cattle,Export Value,2010,1000 US$,659005
Australia & New Zealand,Cattle,Export Value,2011,1000 US$,630448
Australia & New Zealand,Cattle,Export Value,2012,1000 US$,715181
Australia & New Zealand,Cattle,Export Value,2013,1000 US$,786854
European Union,Cattle,Export Quantity,1961,Head,1767562
European Union,Cattle,Export Quantity,1962,Head,1403274
European Union,Cattle,Export Quantity,1963,Head,1923545
European Union,Cattle,Export Quantity,1964,Head,2064489
European Union,Cattle,Export Quantity,1965,Head,2108953
European Union,Cattle,Export Quantity,1966,Head,1852466
European Union,Cattle,Export Quantity,1967,Head,2407887
European Union,Cattle,Export Quantity,1968,Head,2747218
European Union,Cattle,Export Quantity,1969,Head,3021974
European Union,Cattle,Export Quantity,1970,Head,3224110
European Union,Cattle,Export Quantity,1971,Head,3405356
European Union,Cattle,Export Quantity,1972,Head,3714055
European Union,Cattle,Export Quantity,1973,Head,3308834
European Union,Cattle,Export Quantity,1974,Head,2928740
European Union,Cattle,Export Quantity,1975,Head,4041709
European Union,Cattle,Export Quantity,1976,Head,3580271
European Union,Cattle,Export Quantity,1977,Head,3467733
European Union,Cattle,Export Quantity,1978,Head,3813093
European Union,Cattle,Export Quantity,1979,Head,3891755
European Union,Cattle,Export Quantity,1980,Head,3898046
European Union,Cattle,Export Quantity,1981,Head,3905553
European Union,Cattle,Export Quantity,1982,Head,3963082
European Union,Cattle,Export Quantity,1983,Head,4051162
European Union,Cattle,Export Quantity,1984,Head,4053314
European Union,Cattle,Export Quantity,1985,Head,3850921
European Union,Cattle,Export Quantity,1986,Head,4231000
European Union,Cattle,Export Quantity,1987,Head,4273174
European Union,Cattle,Export Quantity,1988,Head,4095424
European Union,Cattle,Export Quantity,1989,Head,4032131
European Union,Cattle,Export Quantity,1990,Head,3842556
European Union,Cattle,Export Quantity,1991,Head,4284288
European Union,Cattle,Export Quantity,1992,Head,4661165
European Union,Cattle,Export Quantity,1993,Head,4681535
European Union,Cattle,Export Quantity,1994,Head,4968915
European Union,Cattle,Export Quantity,1995,Head,4649210
European Union,Cattle,Export Quantity,1996,Head,3891271
European Union,Cattle,Export Quantity,1997,Head,4185506
European Union,Cattle,Export Quantity,1998,Head,4241930
European Union,Cattle,Export Quantity,1999,Head,4358000
European Union,Cattle,Export Quantity,2000,Head,4404115
European Union,Cattle,Export Quantity,2001,Head,3399329
European Union,Cattle,Export Quantity,2002,Head,4093820
European Union,Cattle,Export Quantity,2003,Head,4203872
European Union,Cattle,Export Quantity,2004,Head,4309651
European Union,Cattle,Export Quantity,2005,Head,4323380
European Union,Cattle,Export Quantity,2006,Head,4455906
European Union,Cattle,Export Quantity,2007,Head,4122465
European Union,Cattle,Export Quantity,2008,Head,3764718
European Union,Cattle,Export Quantity,2009,Head,4303046
European Union,Cattle,Export Quantity,2010,Head,4612369
European Union,Cattle,Export Quantity,2011,Head,4728783
European Union,Cattle,Export Quantity,2012,Head,4393333
European Union,Cattle,Export Quantity,2013,Head,4209584
European Union,Cattle,Export Value,1961,1000 US$,313523
European Union,Cattle,Export Value,1962,1000 US$,259811
European Union,Cattle,Export Value,1963,1000 US$,357574
European Union,Cattle,Export Value,1964,1000 US$,433760
European Union,Cattle,Export Value,1965,1000 US$,468185
European Union,Cattle,Export Value,1966,1000 US$,378241
European Union,Cattle,Export Value,1967,1000 US$,439396
European Union,Cattle,Export Value,1968,1000 US$,465069
European Union,Cattle,Export Value,1969,1000 US$,573921
European Union,Cattle,Export Value,1970,1000 US$,642715
European Union,Cattle,Export Value,1971,1000 US$,756197
European Union,Cattle,Export Value,1972,1000 US$,1212595
European Union,Cattle,Export Value,1973,1000 US$,1296754
European Union,Cattle,Export Value,1974,1000 US$,982832
European Union,Cattle,Export Value,1975,1000 US$,1527347
European Union,Cattle,Export Value,1976,1000 US$,1297169
European Union,Cattle,Export Value,1977,1000 US$,1391789
European Union,Cattle,Export Value,1978,1000 US$,1783016
European Union,Cattle,Export Value,1979,1000 US$,2060248
European Union,Cattle,Export Value,1980,1000 US$,2156002
European Union,Cattle,Export Value,1981,1000 US$,2051896
European Union,Cattle,Export Value,1982,1000 US$,1925079
European Union,Cattle,Export Value,1983,1000 US$,1792101
European Union,Cattle,Export Value,1984,1000 US$,1598524
European Union,Cattle,Export Value,1985,1000 US$,1511152
European Union,Cattle,Export Value,1986,1000 US$,2082065
European Union,Cattle,Export Value,1987,1000 US$,2326907
European Union,Cattle,Export Value,1988,1000 US$,2542849
European Union,Cattle,Export Value,1989,1000 US$,2582672
European Union,Cattle,Export Value,1990,1000 US$,2593604
European Union,Cattle,Export Value,1991,1000 US$,2634180
European Union,Cattle,Export Value,1992,1000 US$,2942499
European Union,Cattle,Export Value,1993,1000 US$,2824704
European Union,Cattle,Export Value,1994,1000 US$,3233787
European Union,Cattle,Export Value,1995,1000 US$,3222535
European Union,Cattle,Export Value,1996,1000 US$,2592974
European Union,Cattle,Export Value,1997,1000 US$,2375533
European Union,Cattle,Export Value,1998,1000 US$,2537762
European Union,Cattle,Export Value,1999,1000 US$,2433411
European Union,Cattle,Export Value,2000,1000 US$,2184837
European Union,Cattle,Export Value,2001,1000 US$,1392116
European Union,Cattle,Export Value,2002,1000 US$,1994078
European Union,Cattle,Export Value,2003,1000 US$,2524878
European Union,Cattle,Export Value,2004,1000 US$,2831469
European Union,Cattle,Export Value,2005,1000 US$,3096261
European Union,Cattle,Export Value,2006,1000 US$,3308863
European Union,Cattle,Export Value,2007,1000 US$,3286446
European Union,Cattle,Export Value,2008,1000 US$,3333351
European Union,Cattle,Export Value,2009,1000 US$,3520302
European Union,Cattle,Export Value,2010,1000 US$,3721850
European Union,Cattle,Export Value,2011,1000 US$,4424247
European Union,Cattle,Export Value,2012,1000 US$,4201874
European Union,Cattle,Export Value,2013,1000 US$,3876173
Least Developed Countries,Cattle,Export Quantity,1961,Head,850244
Least Developed Countries,Cattle,Export Quantity,1962,Head,878215
Least Developed Countries,Cattle,Export Quantity,1963,Head,867926
Least Developed Countries,Cattle,Export Quantity,1964,Head,860138
Least Developed Countries,Cattle,Export Quantity,1965,Head,875308
Least Developed Countries,Cattle,Export Quantity,1966,Head,895862
Least Developed Countries,Cattle,Export Quantity,1967,Head,826639
Least Developed Countries,Cattle,Export Quantity,1968,Head,838564
Least Developed Countries,Cattle,Export Quantity,1969,Head,908112
Least Developed Countries,Cattle,Export Quantity,1970,Head,942879
Least Developed Countries,Cattle,Export Quantity,1971,Head,913481
Least Developed Countries,Cattle,Export Quantity,1972,Head,1045216
Least Developed Countries,Cattle,Export Quantity,1973,Head,949742
Least Developed Countries,Cattle,Export Quantity,1974,Head,757455
Least Developed Countries,Cattle,Export Quantity,1975,Head,740660
Least Developed Countries,Cattle,Export Quantity,1976,Head,839253
Least Developed Countries,Cattle,Export Quantity,1977,Head,902595
Least Developed Countries,Cattle,Export Quantity,1978,Head,943703
Least Developed Countries,Cattle,Export Quantity,1979,Head,1037969
Least Developed Countries,Cattle,Export Quantity,1980,Head,1174131
Least Developed Countries,Cattle,Export Quantity,1981,Head,1216972
Least Developed Countries,Cattle,Export Quantity,1982,Head,1272100
Least Developed Countries,Cattle,Export Quantity,1983,Head,1080144
Least Developed Countries,Cattle,Export Quantity,1984,Head,1002204
Least Developed Countries,Cattle,Export Quantity,1985,Head,784619
Least Developed Countries,Cattle,Export Quantity,1986,Head,651722
Least Developed Countries,Cattle,Export Quantity,1987,Head,693299
Least Developed Countries,Cattle,Export Quantity,1988,Head,659161
Least Developed Countries,Cattle,Export Quantity,1989,Head,729087
Least Developed Countries,Cattle,Export Quantity,1990,Head,716232
Least Developed Countries,Cattle,Export Quantity,1991,Head,702940
Least Developed Countries,Cattle,Export Quantity,1992,Head,683562
Least Developed Countries,Cattle,Export Quantity,1993,Head,705329
Least Developed Countries,Cattle,Export Quantity,1994,Head,819309
Least Developed Countries,Cattle,Export Quantity,1995,Head,830718
Least Developed Countries,Cattle,Export Quantity,1996,Head,850013
Least Developed Countries,Cattle,Export Quantity,1997,Head,769667
Least Developed Countries,Cattle,Export Quantity,1998,Head,763334
Least Developed Countries,Cattle,Export Quantity,1999,Head,863562
Least Developed Countries,Cattle,Export Quantity,2000,Head,1000173
Least Developed Countries,Cattle,Export Quantity,2001,Head,1022959
Least Developed Countries,Cattle,Export Quantity,2002,Head,798733
Least Developed Countries,Cattle,Export Quantity,2003,Head,683351
Least Developed Countries,Cattle,Export Quantity,2004,Head,965366
Least Developed Countries,Cattle,Export Quantity,2005,Head,861656
Least Developed Countries,Cattle,Export Quantity,2006,Head,931620
Least Developed Countries,Cattle,Export Quantity,2007,Head,797535
Least Developed Countries,Cattle,Export Quantity,2008,Head,958566
Least Developed Countries,Cattle,Export Quantity,2009,Head,869004
Least Developed Countries,Cattle,Export Quantity,2010,Head,1041367
Least Developed Countries,Cattle,Export Quantity,2011,Head,996297
Least Developed Countries,Cattle,Export Quantity,2012,Head,1012732
Least Developed Countries,Cattle,Export Quantity,2013,Head,1576185
Least Developed Countries,Cattle,Export Value,1975,1000 US$,101860
Least Developed Countries,Cattle,Export Value,1976,1000 US$,125491
Least Developed Countries,Cattle,Export Value,1977,1000 US$,161085
Least Developed Countries,Cattle,Export Value,1978,1000 US$,195536
Least Developed Countries,Cattle,Export Value,1979,1000 US$,220506
Least Developed Countries,Cattle,Export Value,1980,1000 US$,261905
Least Developed Countries,Cattle,Export Value,1981,1000 US$,302144
Least Developed Countries,Cattle,Export Value,1982,1000 US$,323959
Least Developed Countries,Cattle,Export Value,1983,1000 US$,274620
Least Developed Countries,Cattle,Export Value,1984,1000 US$,250858
Least Developed Countries,Cattle,Export Value,1985,1000 US$,220464
Least Developed Countries,Cattle,Export Value,1986,1000 US$,167490
Least Developed Countries,Cattle,Export Value,1987,1000 US$,209765
Least Developed Countries,Cattle,Export Value,1988,1000 US$,208174
Least Developed Countries,Cattle,Export Value,1989,1000 US$,210550
Least Developed Countries,Cattle,Export Value,1990,1000 US$,198309
Least Developed Countries,Cattle,Export Value,1991,1000 US$,197787
Least Developed Countries,Cattle,Export Value,1992,1000 US$,196573
Least Developed Countries,Cattle,Export Value,1993,1000 US$,192941
Least Developed Countries,Cattle,Export Value,1994,1000 US$,195817
Least Developed Countries,Cattle,Export Value,1995,1000 US$,216019
Least Developed Countries,Cattle,Export Value,1996,1000 US$,165361
Least Developed Countries,Cattle,Export Value,1997,1000 US$,197424
Least Developed Countries,Cattle,Export Value,1998,1000 US$,182661
Least Developed Countries,Cattle,Export Value,1999,1000 US$,205116
Least Developed Countries,Cattle,Export Value,2000,1000 US$,239492
Least Developed Countries,Cattle,Export Value,2001,1000 US$,202617
Least Developed Countries,Cattle,Export Value,2002,1000 US$,158229
Least Developed Countries,Cattle,Export Value,2003,1000 US$,175836
Least Developed Countries,Cattle,Export Value,2004,1000 US$,225003
Least Developed Countries,Cattle,Export Value,2005,1000 US$,174402
Least Developed Countries,Cattle,Export Value,2006,1000 US$,206435
Least Developed Countries,Cattle,Export Value,2007,1000 US$,245679
Least Developed Countries,Cattle,Export Value,2008,1000 US$,258610
Least Developed Countries,Cattle,Export Value,2009,1000 US$,287945
Least Developed Countries,Cattle,Export Value,2010,1000 US$,312431
Least Developed Countries,Cattle,Export Value,2011,1000 US$,353193
Least Developed Countries,Cattle,Export Value,2012,1000 US$,373464
Least Developed Countries,Cattle,Export Value,2013,1000 US$,493949
Land Locked Developing Countries,Cattle,Export Quantity,1961,Head,818110
Land Locked Developing Countries,Cattle,Export Quantity,1962,Head,841330
Land Locked Developing Countries,Cattle,Export Quantity,1963,Head,770014
Land Locked Developing Countries,Cattle,Export Quantity,1964,Head,767977
Land Locked Developing Countries,Cattle,Export Quantity,1965,Head,754969
Land Locked Developing Countries,Cattle,Export Quantity,1966,Head,816784
Land Locked Developing Countries,Cattle,Export Quantity,1967,Head,761535
Land Locked Developing Countries,Cattle,Export Quantity,1968,Head,791149
Land Locked Developing Countries,Cattle,Export Quantity,1969,Head,817606
Land Locked Developing Countries,Cattle,Export Quantity,1970,Head,839396
Land Locked Developing Countries,Cattle,Export Quantity,1971,Head,853804
Land Locked Developing Countries,Cattle,Export Quantity,1972,Head,931039
Land Locked Developing Countries,Cattle,Export Quantity,1973,Head,814158
Land Locked Developing Countries,Cattle,Export Quantity,1974,Head,637614
Land Locked Developing Countries,Cattle,Export Quantity,1975,Head,677002
Land Locked Developing Countries,Cattle,Export Quantity,1976,Head,722933
Land Locked Developing Countries,Cattle,Export Quantity,1977,Head,814503
Land Locked Developing Countries,Cattle,Export Quantity,1978,Head,817959
Land Locked Developing Countries,Cattle,Export Quantity,1979,Head,881655
Land Locked Developing Countries,Cattle,Export Quantity,1980,Head,984191
Land Locked Developing Countries,Cattle,Export Quantity,1981,Head,977088
Land Locked Developing Countries,Cattle,Export Quantity,1982,Head,998362
Land Locked Developing Countries,Cattle,Export Quantity,1983,Head,906833
Land Locked Developing Countries,Cattle,Export Quantity,1984,Head,870222
Land Locked Developing Countries,Cattle,Export Quantity,1985,Head,609552
Land Locked Developing Countries,Cattle,Export Quantity,1986,Head,512184
Land Locked Developing Countries,Cattle,Export Quantity,1987,Head,547551
Land Locked Developing Countries,Cattle,Export Quantity,1988,Head,497105
Land Locked Developing Countries,Cattle,Export Quantity,1989,Head,585481
Land Locked Developing Countries,Cattle,Export Quantity,1990,Head,703370
Land Locked Developing Countries,Cattle,Export Quantity,1991,Head,655204
Land Locked Developing Countries,Cattle,Export Quantity,1992,Head,596455
Land Locked Developing Countries,Cattle,Export Quantity,1993,Head,638440
Land Locked Developing Countries,Cattle,Export Quantity,1994,Head,828627
Land Locked Developing Countries,Cattle,Export Quantity,1995,Head,786768
Land Locked Developing Countries,Cattle,Export Quantity,1996,Head,766828
Land Locked Developing Countries,Cattle,Export Quantity,1997,Head,634553
Land Locked Developing Countries,Cattle,Export Quantity,1998,Head,513149
Land Locked Developing Countries,Cattle,Export Quantity,1999,Head,564720
Land Locked Developing Countries,Cattle,Export Quantity,2000,Head,831462
Land Locked Developing Countries,Cattle,Export Quantity,2001,Head,788858
Land Locked Developing Countries,Cattle,Export Quantity,2002,Head,587059
Land Locked Developing Countries,Cattle,Export Quantity,2003,Head,489836
Land Locked Developing Countries,Cattle,Export Quantity,2004,Head,683149
Land Locked Developing Countries,Cattle,Export Quantity,2005,Head,578831
Land Locked Developing Countries,Cattle,Export Quantity,2006,Head,645668
Land Locked Developing Countries,Cattle,Export Quantity,2007,Head,551490
Land Locked Developing Countries,Cattle,Export Quantity,2008,Head,767997
Land Locked Developing Countries,Cattle,Export Quantity,2009,Head,669266
Land Locked Developing Countries,Cattle,Export Quantity,2010,Head,896939
Land Locked Developing Countries,Cattle,Export Quantity,2011,Head,748990
Land Locked Developing Countries,Cattle,Export Quantity,2012,Head,689275
Land Locked Developing Countries,Cattle,Export Quantity,2013,Head,881233
Land Locked Developing Countries,Cattle,Export Value,1975,1000 US$,104669
Land Locked Developing Countries,Cattle,Export Value,1976,1000 US$,121270
Land Locked Developing Countries,Cattle,Export Value,1977,1000 US$,158290
Land Locked Developing Countries,Cattle,Export Value,1978,1000 US$,177930
Land Locked Developing Countries,Cattle,Export Value,1979,1000 US$,190314
Land Locked Developing Countries,Cattle,Export Value,1980,1000 US$,222902
Land Locked Developing Countries,Cattle,Export Value,1981,1000 US$,251545
Land Locked Developing Countries,Cattle,Export Value,1982,1000 US$,260102
Land Locked Developing Countries,Cattle,Export Value,1983,1000 US$,234753
Land Locked Developing Countries,Cattle,Export Value,1984,1000 US$,220782
Land Locked Developing Countries,Cattle,Export Value,1985,1000 US$,178259
Land Locked Developing Countries,Cattle,Export Value,1986,1000 US$,146177
Land Locked Developing Countries,Cattle,Export Value,1987,1000 US$,172110
Land Locked Developing Countries,Cattle,Export Value,1988,1000 US$,169134
Land Locked Developing Countries,Cattle,Export Value,1989,1000 US$,182380
Land Locked Developing Countries,Cattle,Export Value,1990,1000 US$,195177
Land Locked Developing Countries,Cattle,Export Value,1991,1000 US$,172130
Land Locked Developing Countries,Cattle,Export Value,1992,1000 US$,163768
Land Locked Developing Countries,Cattle,Export Value,1993,1000 US$,165357
Land Locked Developing Countries,Cattle,Export Value,1994,1000 US$,190069
Land Locked Developing Countries,Cattle,Export Value,1995,1000 US$,198506
Land Locked Developing Countries,Cattle,Export Value,1996,1000 US$,140724
Land Locked Developing Countries,Cattle,Export Value,1997,1000 US$,158117
Land Locked Developing Countries,Cattle,Export Value,1998,1000 US$,129264
Land Locked Developing Countries,Cattle,Export Value,1999,1000 US$,134550
Land Locked Developing Countries,Cattle,Export Value,2000,1000 US$,205760
Land Locked Developing Countries,Cattle,Export Value,2001,1000 US$,159679
Land Locked Developing Countries,Cattle,Export Value,2002,1000 US$,111473
Land Locked Developing Countries,Cattle,Export Value,2003,1000 US$,129647
Land Locked Developing Countries,Cattle,Export Value,2004,1000 US$,181698
Land Locked Developing Countries,Cattle,Export Value,2005,1000 US$,129462
Land Locked Developing Countries,Cattle,Export Value,2006,1000 US$,168617
Land Locked Developing Countries,Cattle,Export Value,2007,1000 US$,180460
Land Locked Developing Countries,Cattle,Export Value,2008,1000 US$,208158
